position,birth_year,height,peak_tier,peak_matches,best_league_info,player_link,scraped_at_utc
Centre Midfielder,2000.0,1.74m,2,106,"('Russia', 'I')",https://national-football-teams.com/player/90449/Danil_Prutsev.html,2026-04-25T12:29:48+00:00
Centre Midfielder,1998.0,1.75m,2,231,"('Russia', 'I')",https://national-football-teams.com/player/80408/Ivan_Oblyakov.html,2026-04-25T12:29:49+00:00
Goalkeeper,2002.0,1.89m,2,30,"('Russia', 'I')",https://national-football-teams.com/player/96519/Stanislav_Agkatsev.html,2026-04-25T12:29:49+00:00
Left Midfielder,2000.0,1.79m,2,98,"('Russia', 'I')",https://national-football-teams.com/player/89299/Lechi_Sadulayev.html,2026-04-25T12:29:49+00:00
Centre Forward,2001.0,1.86m,2,60,"('Russia', 'I')",https://national-football-teams.com/player/95542/Tamerlan_Musayev.html,2026-04-25T12:29:49+00:00
Defensive Midfielder,2002.0,1.84m,2,75,"('Russia', 'I')",https://national-football-teams.com/player/92232/Artyom_Karpukas.html,2026-04-25T12:29:49+00:00
Right Back,1999.0,1.77m,2,71,"('Russia', 'I')",https://national-football-teams.com/player/92654/Arsen_Adamov.html,2026-04-25T12:29:49+00:00
Attacking Midfielder,2005.0,1.68m,2,29,"('Russia', 'I')",https://national-football-teams.com/player/96521/Aleksey_Batrakov.html,2026-04-25T12:29:49+00:00
Goalkeeper,2002.0,1.77m,6,0,,https://national-football-teams.com/player/96518/Jefri_Syafiq.html,2026-04-25T12:29:49+00:00
Centre Back,2004.0,1.93m,6,0,,https://national-football-teams.com/player/98932/Pedro_Budib.html,2026-04-25T12:29:50+00:00
Goalkeeper,1995.0,,6,0,,https://national-football-teams.com/player/87982/Kaveesh_Fernando.html,2026-04-25T12:29:50+00:00
Centre Midfielder,2000.0,,6,109,"('Norway', 'IV')",https://national-football-teams.com/player/95546/Anujan_Rajendram.html,2026-04-25T12:29:50+00:00
Right Winger,2002.0,1.78m,5,28,"('Ireland', 'I')",https://national-football-teams.com/player/95547/Sam_Durrant.html,2026-04-25T12:29:50+00:00
Centre Midfielder,1996.0,1.86m,6,136,"('England', 'VI')",https://national-football-teams.com/player/98923/Garrett_Kelly.html,2026-04-25T12:29:50+00:00
Centre Forward,2007.0,,6,0,,https://national-football-teams.com/player/100120/Remiyan_Muthuccumaru.html,2026-04-25T12:29:50+00:00
Midfielder,2004.0,,6,0,,https://national-football-teams.com/player/100121/Ali_Munawwar.html,2026-04-25T12:29:50+00:00
Centre Forward,2000.0,,6,0,,https://national-football-teams.com/player/101287/Hanif_Aiman_Adanan.html,2026-04-25T12:29:50+00:00
Defender,1995.0,,6,0,,https://national-football-teams.com/player/96887/Amr_Talal_Lutf.html,2026-04-25T12:29:50+00:00
Right Winger,2002.0,1.77m,5,46,"('Lebanon', 'I')",https://national-football-teams.com/player/101770/Hussein_Ezeddine.html,2026-04-25T12:29:50+00:00
Centre Back,2004.0,1.85m,5,24,"('Lebanon', 'I')",https://national-football-teams.com/player/100104/Hasan_Farhat.html,2026-04-25T12:29:52+00:00
Defender,1969.0,,6,0,,https://national-football-teams.com/player/67375/Cherdchai_Suwannang.html,2026-04-25T12:29:52+00:00
Striker,1962.0,1.80m,6,0,,https://national-football-teams.com/player/67383/Vithoon_Kijmongkolsak.html,2026-04-25T12:29:52+00:00
Defender,1973.0,1.75m,5,20,"('Indonesia', 'I')",https://national-football-teams.com/player/3147/Aples_Gideon_Tecuari.html,2026-04-25T12:29:52+00:00
Goalkeeper,1975.0,1.78m,5,32,"('Indonesia', 'I')",https://national-football-teams.com/player/24575/Kurnia_Sandy.html,2026-04-25T12:29:53+00:00
Defender,1972.0,1.73m,5,24,"('Indonesia', 'I')",https://national-football-teams.com/player/24591/Suwandi_Siswoyo.html,2026-04-25T12:29:53+00:00
Left Back,1970.0,1.65m,5,24,"('Indonesia', 'I')",https://national-football-teams.com/player/28238/Aji_Santoso.html,2026-04-25T12:29:53+00:00
Midfielder,1974.0,1.73m,6,0,,https://national-football-teams.com/player/28241/Eri_Irianto.html,2026-04-25T12:29:53+00:00
Attacking Midfielder,1965.0,,6,0,,https://national-football-teams.com/player/38092/Fachri_Husaini.html,2026-04-25T12:29:53+00:00
Midfielder,1970.0,1.66m,6,0,,https://national-football-teams.com/player/38104/Ansyari_Lubis.html,2026-04-25T12:29:53+00:00
Defender,,,6,0,,https://national-football-teams.com/player/79181/Yudi_Kuncahyo.html,2026-04-25T12:29:55+00:00
Right Midfielder,1965.0,,6,0,,https://national-football-teams.com/player/96269/Iskandar_Jalil.html,2026-04-25T12:29:55+00:00
Striker,1976.0,1.73m,6,0,,https://national-football-teams.com/player/38113/Indriyanto_Nugroho.html,2026-04-25T12:29:55+00:00
Midfielder,1971.0,,6,0,,https://national-football-teams.com/player/78097/Savong_Oum.html,2026-04-25T12:29:55+00:00
Defender,,,6,0,,https://national-football-teams.com/player/78751/Keochenda_Ing.html,2026-04-25T12:29:55+00:00
Midfielder,1967.0,,6,0,,https://national-football-teams.com/player/79317/Amarithivong_Norodom.html,2026-04-25T12:29:55+00:00
unknown,,,6,0,,https://national-football-teams.com/player/79318/Try_Sot.html,2026-04-25T12:29:55+00:00
Goalkeeper,1962.0,,6,0,,https://national-football-teams.com/player/79319/Vanny_Prak.html,2026-04-25T12:29:55+00:00
unknown,,,6,0,,https://national-football-teams.com/player/96268/Phala_C.html,2026-04-25T12:29:55+00:00
Goalkeeper,1966.0,,6,0,,https://national-football-teams.com/player/61723/Mudzar_Mohamad.html,2026-04-25T12:29:55+00:00
Defender,1972.0,,6,0,,https://national-football-teams.com/player/75155/Thinagaran_Vijayan.html,2026-04-25T12:29:57+00:00
Midfielder,1971.0,,6,0,,https://national-football-teams.com/player/78562/Letchiman_Suresh.html,2026-04-25T12:29:57+00:00
Centre Back,1967.0,,6,0,,https://national-football-teams.com/player/79314/Zahasmi_Ismail.html,2026-04-25T12:29:57+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/79316/P_Nanthagopalan.html,2026-04-25T12:29:57+00:00
Striker,,,6,0,,https://national-football-teams.com/player/79145/Affandi_Julaihi.html,2026-04-25T12:29:57+00:00
Striker,1970.0,,6,0,,https://national-football-teams.com/player/79182/Seng_Kong_Lim.html,2026-04-25T12:29:57+00:00
Midfielder,1970.0,,6,0,,https://national-football-teams.com/player/77547/Huu_Dang_Nguyen.html,2026-04-25T12:29:57+00:00
Striker,1972.0,1.72m,6,0,,https://national-football-teams.com/player/78630/Quoc_Cuong_Huynh.html,2026-04-25T12:29:57+00:00
Striker,1972.0,1.78m,5,68,"('Vietnam', 'I')",https://national-football-teams.com/player/7841/Hu_Nh_D_C_Le.html,2026-04-25T12:29:57+00:00
Defender,1970.0,1.70m,6,0,,https://national-football-teams.com/player/31180/Cong_Minh_Tr_N.html,2026-04-25T12:29:57+00:00
Defender,1976.0,1.76m,5,19,"('Indonesia', 'I')",https://national-football-teams.com/player/24579/Yeyen_Tumena.html,2026-04-25T12:29:59+00:00
Goalkeeper,1970.0,,5,12,"('Indonesia', 'I')",https://national-football-teams.com/player/24587/Listiyanto_Raharjo.html,2026-04-25T12:29:59+00:00
Defender,1972.0,1.69m,5,20,"('Indonesia', 'I')",https://national-football-teams.com/player/24592/Ts_Budiman_Yunus.html,2026-04-25T12:29:59+00:00
Defender,1964.0,1.77m,6,0,,https://national-football-teams.com/player/38091/Robby_Darwis.html,2026-04-25T12:29:59+00:00
Striker,1969.0,1.78m,5,20,"('Indonesia', 'I')",https://national-football-teams.com/player/38114/Peri_Sandria.html,2026-04-25T12:29:59+00:00
Midfielder,1973.0,1.84m,6,0,,https://national-football-teams.com/player/38111/Chris_Yarangga.html,2026-04-25T12:29:59+00:00
Goalkeeper,1969.0,,6,0,,https://national-football-teams.com/player/76459/Chamrong_Ouk.html,2026-04-25T12:29:59+00:00
Midfielder,1967.0,,6,0,,https://national-football-teams.com/player/77835/Serei_Vuth_So.html,2026-04-25T12:29:59+00:00
Defender,,,6,0,,https://national-football-teams.com/player/78026/Samkai_Hem.html,2026-04-25T12:29:59+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/78752/Bunnarith_Kert.html,2026-04-25T12:29:59+00:00
Defender,1975.0,,6,0,,https://national-football-teams.com/player/77839/Raksmey_Lim.html,2026-04-25T12:30:01+00:00
Striker,,,6,0,,https://national-football-teams.com/player/77966/Win_Aung.html,2026-04-25T12:30:01+00:00
unknown,,,6,0,,https://national-football-teams.com/player/77967/Maung_Maung_Oo.html,2026-04-25T12:30:01+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/78797/Tin_Myo_Aung.html,2026-04-25T12:30:01+00:00
Midfielder,1968.0,,6,0,,https://national-football-teams.com/player/35052/Khonesavanh_Homsombath.html,2026-04-25T12:30:01+00:00
Attacking Midfielder,1969.0,1.76m,4,298,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19158/Sergey_Lebedev.html,2026-04-25T12:30:01+00:00
Striker,1968.0,1.76m,4,306,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19161/Ravshan_Bozorov.html,2026-04-25T12:30:01+00:00
Secondary striker,1971.0,1.89m,4,394,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19162/Nomon_Hasanov.html,2026-04-25T12:30:01+00:00
Right Back,1976.0,1.74m,4,267,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19166/Rustam_Shoymardonov.html,2026-04-25T12:30:01+00:00
Defender,1973.0,1.82m,4,317,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19172/Baxtiyor_Qambaraliyev.html,2026-04-25T12:30:01+00:00
Striker,1972.0,1.76m,4,343,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19183/Oybek_Usmonho_Jayev.html,2026-04-25T12:30:03+00:00
Attacking Midfielder,1975.0,1.70m,4,423,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19171/Muhtor_Qurbonov.html,2026-04-25T12:30:03+00:00
Striker,1976.0,1.70m,4,139,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19260/Dilmurod_Nazarov.html,2026-04-25T12:30:03+00:00
Goalkeeper,1972.0,,6,0,,https://national-football-teams.com/player/68829/Nhem_Bun_Thon.html,2026-04-25T12:30:03+00:00
Defender,1972.0,,6,0,,https://national-football-teams.com/player/77834/Mony_Sok.html,2026-04-25T12:30:03+00:00
Defender,1970.0,,6,0,,https://national-football-teams.com/player/77837/Pechkiri_Nou.html,2026-04-25T12:30:03+00:00
Midfielder,1976.0,,6,0,,https://national-football-teams.com/player/77840/Phanarith_Phum.html,2026-04-25T12:30:04+00:00
Centre Back,1976.0,1.82m,2,29,"('Russia', 'I')",https://national-football-teams.com/player/7175/Davronjon_Fayziyev.html,2026-04-25T12:30:04+00:00
Right Back,1968.0,1.76m,4,202,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19159/Ilhom_Sharipov.html,2026-04-25T12:30:04+00:00
Striker,1970.0,1.73m,4,146,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19165/Shuhrat_Maqsudov.html,2026-04-25T12:30:04+00:00
Sweeper,1975.0,1.92m,4,158,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19222/Shuhrat_Asatov.html,2026-04-25T12:30:05+00:00
Midfielder,1970.0,,4,107,"('Uzbekistan', 'I')",https://national-football-teams.com/player/19269/Aleksey_Vinnikov.html,2026-04-25T12:30:05+00:00
Striker,1970.0,1.78m,6,0,,https://national-football-teams.com/player/66677/Yutthana_Polsak.html,2026-04-25T12:30:05+00:00
Centre Forward,1959.0,1.76m,3,38,"('South_Korea', 'I')",https://national-football-teams.com/player/77211/Piyapong_Pue_On.html,2026-04-25T12:30:06+00:00
Defender,1971.0,,5,15,"('Indonesia', 'I')",https://national-football-teams.com/player/38105/Ritham_Madubun.html,2026-04-25T12:30:06+00:00
Defender,1969.0,,6,0,,https://national-football-teams.com/player/38108/Sudirman.html,2026-04-25T12:30:06+00:00
Striker,1970.0,1.70m,6,0,,https://national-football-teams.com/player/38109/Ronny_Wabia.html,2026-04-25T12:30:06+00:00
Midfielder,1971.0,1.71m,6,0,,https://national-football-teams.com/player/38110/Francis_Wewengkang.html,2026-04-25T12:30:06+00:00
Striker,,,6,0,,https://national-football-teams.com/player/78027/Ny_Taing.html,2026-04-25T12:30:06+00:00
Midfielder,1975.0,,6,0,,https://national-football-teams.com/player/38107/Herman_Pulalo.html,2026-04-25T12:30:06+00:00
Striker,1975.0,,6,0,,https://national-football-teams.com/player/38106/Supriyono_Paimin.html,2026-04-25T12:30:07+00:00
Midfielder,1969.0,,6,0,,https://national-football-teams.com/player/38755/Saswadimata_Dasuki.html,2026-04-25T12:30:07+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/78096/Soky_Lay.html,2026-04-25T12:30:07+00:00
Defender,1963.0,,6,0,,https://national-football-teams.com/player/19715/Jamal_Ali_Al_Khorabi.html,2026-04-25T12:30:07+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/77825/Abdullah_Ahmed_Al_Thuraya.html,2026-04-25T12:30:07+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/77826/Jeyab_Bashafaay.html,2026-04-25T12:30:07+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/77827/Hani_Salem_Bamashmour.html,2026-04-25T12:30:07+00:00
Midfielder,1974.0,,6,0,,https://national-football-teams.com/player/77828/Ahmed_Abdulkarim_Al_Barid.html,2026-04-25T12:30:07+00:00
Striker,1974.0,,6,0,,https://national-football-teams.com/player/77829/Esam_Dariban.html,2026-04-25T12:30:07+00:00
Goalkeeper,,,6,0,,https://national-football-teams.com/player/77842/Fadhl_Al_Matar.html,2026-04-25T12:30:08+00:00
Defender,1973.0,,6,0,,https://national-football-teams.com/player/78029/Saleh_Ben_Rabiah.html,2026-04-25T12:30:09+00:00
Right Winger,,,6,0,,https://national-football-teams.com/player/78030/Jamil_Maktari.html,2026-04-25T12:30:09+00:00
Striker,,,6,0,,https://national-football-teams.com/player/77830/Omar_Abdulhafeez_Al_Ariki.html,2026-04-25T12:30:09+00:00
Midfielder,1973.0,,6,0,,https://national-football-teams.com/player/78098/Omer_Mohammed_Mubarak.html,2026-04-25T12:30:09+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/77833/Mohamed_Al_Azazi.html,2026-04-25T12:30:09+00:00
Goalkeeper,,,6,0,,https://national-football-teams.com/player/77823/Aref_Abdorabo_Ahmed.html,2026-04-25T12:30:09+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/77832/Munif_Shaif_Noman.html,2026-04-25T12:30:10+00:00
Defender,,,6,0,,https://national-football-teams.com/player/77843/Adel_Al_Tam.html,2026-04-25T12:30:10+00:00
Midfielder,1968.0,,6,0,,https://national-football-teams.com/player/78099/Jobari_Hussein.html,2026-04-25T12:30:10+00:00
Striker,,,6,0,,https://national-football-teams.com/player/78100/Mohamed_Dammaj.html,2026-04-25T12:30:10+00:00
Striker,1969.0,,6,0,,https://national-football-teams.com/player/78125/Rudy_Del_Rosario.html,2026-04-25T12:30:12+00:00
Centre Forward,1978.0,1.84m,2,294,"('China', 'I')",https://national-football-teams.com/player/1443/Peng_Wang.html,2026-04-25T12:30:12+00:00
Centre Forward,1974.0,1.85m,1,65,"('Germany', 'I')",https://national-football-teams.com/player/1450/Chen_Yang.html,2026-04-25T12:30:12+00:00
Attacking Midfielder,1974.0,1.75m,2,281,"('China', 'I')",https://national-football-teams.com/player/1452/Xia_Yao.html,2026-04-25T12:30:12+00:00
Centre Back,1973.0,1.82m,2,196,"('China', 'I')",https://national-football-teams.com/player/1454/Enhua_Zhang.html,2026-04-25T12:30:12+00:00
Defensive Midfielder,1977.0,1.83m,1,29,"('England', 'I')",https://national-football-teams.com/player/1474/Tie_Li.html,2026-04-25T12:30:13+00:00
Goalkeeper,1969.0,1.98m,2,165,"('China', 'I')",https://national-football-teams.com/player/13822/Jin_Jiang.html,2026-04-25T12:30:13+00:00
Centre Back,1970.0,1.83m,2,125,"('China', 'I')",https://national-football-teams.com/player/13824/Zhiyi_Fan.html,2026-04-25T12:30:13+00:00
Midfielder,1978.0,1.72m,2,147,"('China', 'I')",https://national-football-teams.com/player/18421/Yong_Huang.html,2026-04-25T12:30:13+00:00
Midfielder,1977.0,1.80m,2,188,"('China', 'I')",https://national-football-teams.com/player/18549/Dongliang_Sui.html,2026-04-25T12:30:13+00:00
Defender,1977.0,,2,158,"('China', 'I')",https://national-football-teams.com/player/32826/Yongkang_Ma.html,2026-04-25T12:30:15+00:00
Midfielder,1977.0,1.85m,2,158,"('China', 'I')",https://national-football-teams.com/player/31784/Jun_Bian.html,2026-04-25T12:30:15+00:00
Striker,1971.0,1.81m,6,0,,https://national-football-teams.com/player/32236/Zaher_Al_Indari.html,2026-04-25T12:30:15+00:00
Defender,1972.0,,6,0,,https://national-football-teams.com/player/32237/Abbas_Chahrour.html,2026-04-25T12:30:15+00:00
Midfielder,1966.0,,5,20,"('Lebanon', 'I')",https://national-football-teams.com/player/32242/Jamal_Taha.html,2026-04-25T12:30:15+00:00
Right Midfielder,1976.0,1.76m,5,111,"('Singapore', 'I')",https://national-football-teams.com/player/5967/Azhar_Baksin.html,2026-04-25T12:30:15+00:00
Midfielder,1975.0,1.71m,5,175,"('Singapore', 'I')",https://national-football-teams.com/player/7885/Hasrin_Jailani.html,2026-04-25T12:30:15+00:00
Goalkeeper,1972.0,1.72m,5,76,"('Indonesia', 'I')",https://national-football-teams.com/player/3152/I_Komang_Putra_Adnyana.html,2026-04-25T12:30:15+00:00
Defender,1976.0,1.75m,5,75,"('Indonesia', 'I')",https://national-football-teams.com/player/24577/Eko_Purjianto.html,2026-04-25T12:30:15+00:00
Midfielder,1978.0,1.70m,5,31,"('Indonesia', 'I')",https://national-football-teams.com/player/24588/Haryanto_Prasetyo.html,2026-04-25T12:30:15+00:00
Midfielder,1978.0,1.69m,5,69,"('Indonesia', 'I')",https://national-football-teams.com/player/3161/Imran_Nahumarury.html,2026-04-25T12:30:22+00:00
Goalkeeper,1977.0,1.82m,5,13,"('Indonesia', 'I')",https://national-football-teams.com/player/24586/Sahari_Gultom.html,2026-04-25T12:30:22+00:00
Right Midfielder,1975.0,1.75m,5,173,"('Singapore', 'I')",https://national-football-teams.com/player/29648/Basri_Halis.html,2026-04-25T12:30:22+00:00
Goalkeeper,1973.0,1.70m,5,16,"('Singapore', 'I')",https://national-football-teams.com/player/29707/Noorisham_Zainon.html,2026-04-25T12:30:22+00:00
Defender,1979.0,1.73m,6,0,,https://national-football-teams.com/player/1201/Sothy_Peas.html,2026-04-25T12:30:22+00:00
Midfielder,1975.0,,6,0,,https://national-football-teams.com/player/30701/Shamsul_Amri_Abu_Bakar.html,2026-04-25T12:30:22+00:00
Striker,1970.0,1.78m,5,33,"('Hong_Kong', 'I')",https://national-football-teams.com/player/29287/Chi_Keung_Wong.html,2026-04-25T12:30:22+00:00
Striker,1972.0,1.75m,5,11,"('Hong_Kong', 'I')",https://national-football-teams.com/player/65188/Siu_Chung_Cheng.html,2026-04-25T12:30:22+00:00
Defensive Midfielder,1977.0,1.87m,5,190,"('Hong_Kong', 'I')",https://national-football-teams.com/player/2977/Kai_Cheuk_Lai.html,2026-04-25T12:30:22+00:00
Goalkeeper,1979.0,1.85m,6,0,,https://national-football-teams.com/player/8590/Kamarulzaman_Hassan.html,2026-04-25T12:30:22+00:00
Midfielder,1972.0,1.71m,6,0,,https://national-football-teams.com/player/30691/Muhd_Anuar_Jusoh.html,2026-04-25T12:30:24+00:00
Defender,1973.0,,6,0,,https://national-football-teams.com/player/30713/Mohd_Ali_Tahar.html,2026-04-25T12:30:24+00:00
Midfielder,1980.0,,6,0,,https://national-football-teams.com/player/4144/Jaafar_Salleh.html,2026-04-25T12:30:24+00:00
Midfielder,1971.0,1.74m,6,0,,https://national-football-teams.com/player/30706/Suresh_Kumar.html,2026-04-25T12:30:25+00:00
Midfielder,1983.0,1.78m,6,0,,https://national-football-teams.com/player/1205/Channa_Meas.html,2026-04-25T12:30:25+00:00
Midfielder,1982.0,1.70m,6,0,,https://national-football-teams.com/player/1212/Kanyanith_Ung.html,2026-04-25T12:30:25+00:00
Midfielder,1980.0,,6,0,,https://national-football-teams.com/player/1218/Nisai_Kao.html,2026-04-25T12:30:25+00:00
Striker,1983.0,,6,0,,https://national-football-teams.com/player/1217/Makara_Chea.html,2026-04-25T12:30:25+00:00
Defensive Midfielder,1975.0,1.75m,5,111,"('Singapore', 'I')",https://national-football-teams.com/player/29704/Sharifuddin_Mahmood.html,2026-04-25T12:30:25+00:00
Defender,1983.0,,6,0,,https://national-football-teams.com/player/34332/Tithmesa_Neang.html,2026-04-25T12:30:25+00:00
Midfielder,1982.0,1.75m,6,0,,https://national-football-teams.com/player/1213/Dika_Rith.html,2026-04-25T12:30:27+00:00
Defender,1976.0,1.69m,6,0,,https://national-football-teams.com/player/8540/D_C_Th_Ng_Nguy_N.html,2026-04-25T12:30:27+00:00
Defender,1975.0,1.74m,6,0,,https://national-football-teams.com/player/31169/Nh_Thu_N_Ph_M.html,2026-04-25T12:30:27+00:00
Midfielder,1975.0,,6,0,,https://national-football-teams.com/player/31170/Quang_Ha_Tri_U.html,2026-04-25T12:30:27+00:00
Defender,1974.0,,6,0,,https://national-football-teams.com/player/31178/Van_Kh_I_D.html,2026-04-25T12:30:27+00:00
Defender,1974.0,,6,0,,https://national-football-teams.com/player/31179/Ti_N_Dung_Mai.html,2026-04-25T12:30:27+00:00
Defender,1968.0,,6,0,,https://national-football-teams.com/player/31185/Hoang_B_U_Vo.html,2026-04-25T12:30:27+00:00
Striker,1969.0,,6,0,,https://national-football-teams.com/player/31186/Cong_Tuy_N_Vu.html,2026-04-25T12:30:27+00:00
Midfielder,,,6,0,,https://national-football-teams.com/player/31181/Quang_Huy_Tr_N.html,2026-04-25T12:30:27+00:00
Centre Midfielder,1972.0,1.69m,5,13,"('Vietnam', 'I')",https://national-football-teams.com/player/31187/Minh_Hi_U_Vu.html,2026-04-25T12:30:27+00:00
Defender,1970.0,1.72m,6,0,,https://national-football-teams.com/player/7875/Vilayphone_Xayavong.html,2026-04-25T12:30:29+00:00
Striker,1970.0,,6,0,,https://national-football-teams.com/player/35050/Keolakhone_Channiphone.html,2026-04-25T12:30:29+00:00
Defender,1972.0,,6,0,,https://national-football-teams.com/player/35051/Khamsay_Chanthavong.html,2026-04-25T12:30:29+00:00
Midfielder,1969.0,,6,0,,https://national-football-teams.com/player/35053/Sonesavanh_Insisengway.html,2026-04-25T12:30:29+00:00
Midfielder,1963.0,,6,0,,https://national-football-teams.com/player/35059/Saysana_Savatdy.html,2026-04-25T12:30:29+00:00
Defender,1972.0,,6,0,,https://national-football-teams.com/player/35062/Phonepadith_Xayavong.html,2026-04-25T12:30:29+00:00
Goalkeeper,1963.0,,6,0,,https://national-football-teams.com/player/35063/Soulivanh_Xenvilay.html,2026-04-25T12:30:29+00:00
Striker,1966.0,,6,0,,https://national-football-teams.com/player/35054/Bounlap_Khenkitisack.html,2026-04-25T12:30:29+00:00
Defender,1983.0,,6,0,,https://national-football-teams.com/player/35046/Bandith_Sithanyalath.html,2026-04-25T12:30:29+00:00
Midfielder,1972.0,,6,0,,https://national-football-teams.com/player/35061/Bounvong_Vannabouathong.html,2026-04-25T12:30:29+00:00
Striker,1980.0,,6,0,,https://national-football-teams.com/player/1209/Pheaktra_Tan.html,2026-04-25T12:30:31+00:00
Centre Back,1975.0,1.82m,2,253,"('China', 'I')",https://national-football-teams.com/player/1461/Chengying_Wu.html,2026-04-25T12:30:31+00:00
Right Midfielder,1971.0,1.81m,2,244,"('China', 'I')",https://national-football-teams.com/player/8592/Ming_Li.html,2026-04-25T12:30:31+00:00
Striker,1975.0,1.85m,2,167,"('China', 'I')",https://national-football-teams.com/player/13084/Hui_Xie.html,2026-04-25T12:30:31+00:00
Left Midfielder,1972.0,1.76m,2,216,"('China', 'I')",https://national-football-teams.com/player/13823/Mingyu_Ma.html,2026-04-25T12:30:31+00:00
Midfielder,1973.0,1.79m,2,216,"('China', 'I')",https://national-football-teams.com/player/18240/Si_Shen.html,2026-04-25T12:30:31+00:00
Striker,1969.0,1.86m,2,205,"('China', 'I')",https://national-football-teams.com/player/18242/Bing_Li.html,2026-04-25T12:30:31+00:00
Attacking Midfielder,1976.0,1.76m,2,178,"('China', 'I')",https://national-football-teams.com/player/1482/Hong_Qi.html,2026-04-25T12:30:31+00:00
Midfielder,1979.0,,6,0,,https://national-football-teams.com/player/1207/Bonarath_Yous.html,2026-04-25T12:30:32+00:00
Defender,1982.0,1.72m,6,0,,https://national-football-teams.com/player/1216/Virath_Chea.html,2026-04-25T12:30:32+00:00
Striker,1984.0,,6,0,,https://national-football-teams.com/player/1208/Atolteja_Phan.html,2026-04-25T12:30:33+00:00
Midfielder,1974.0,1.63m,5,129,"('Indonesia', 'I')",https://national-football-teams.com/player/24583/Seto_Nurdiantoro.html,2026-04-25T12:30:33+00:00
Goalkeeper,1981.0,,6,0,,https://national-football-teams.com/player/1203/Vandy_Ka.html,2026-04-25T12:30:33+00:00
Midfielder,1971.0,1.69m,5,25,"('Indonesia', 'I')",https://national-football-teams.com/player/3138/Amir_Yusuf_Pohan.html,2026-04-25T12:30:33+00:00
Defender,1981.0,1.69m,5,143,"('Indonesia', 'I')",https://national-football-teams.com/player/3142/Supriyono_Salimin.html,2026-04-25T12:30:34+00:00
Defender,1982.0,,6,0,,https://national-football-teams.com/player/9825/Sokhom_Chek.html,2026-04-25T12:30:34+00:00
Centre Midfielder,1976.0,1.70m,5,11,"('Vietnam', 'I')",https://national-football-teams.com/player/7253/Tr_Ng_Giang_Tr_N.html,2026-04-25T12:30:34+00:00
Striker,1969.0,1.70m,5,10,"('Vietnam', 'I')",https://national-football-teams.com/player/31165/H_Ng_S_N_Hu_Nh.html,2026-04-25T12:30:34+00:00
Centre Forward,1984.0,1.67m,5,11,"('Vietnam', 'I')",https://national-football-teams.com/player/7248/Van_Quy_N_Pham.html,2026-04-25T12:30:34+00:00
Midfielder,1976.0,1.67m,6,0,,https://national-football-teams.com/player/7260/Xuan_Thanh_Tr_Nh.html,2026-04-25T12:30:34+00:00
Left Back,1976.0,1.65m,5,25,"('Vietnam', 'I')",https://national-football-teams.com/player/31168/Minh_D_C_Ph_M.html,2026-04-25T12:30:35+00:00
Goalkeeper,1983.0,1.75m,6,0,,https://national-football-teams.com/player/9535/Chandara_Oum.html,2026-04-25T12:30:35+00:00
Striker,1976.0,,6,0,,https://national-football-teams.com/player/9596/Kyaw_Soe_Oo.html,2026-04-25T12:30:35+00:00
Defender,1982.0,1.75m,6,0,,https://national-football-teams.com/player/9826/Sampratna_Sun.html,2026-04-25T12:30:36+00:00
Defender,1982.0,,6,0,,https://national-football-teams.com/player/23624/Sophat_Tes.html,2026-04-25T12:30:36+00:00
Striker,1981.0,1.73m,6,0,,https://national-football-teams.com/player/5203/Joshua_Salo_Fegidero.html,2026-04-25T12:30:36+00:00
Goalkeeper,1974.0,1.80m,6,0,,https://national-football-teams.com/player/5210/Edmundo_Mercado.html,2026-04-25T12:30:36+00:00
Defender,1976.0,1.76m,6,0,,https://national-football-teams.com/player/5211/Ziggy_Tonog.html,2026-04-25T12:30:36+00:00
Defender,1977.0,1.76m,6,0,,https://national-football-teams.com/player/5213/Alvin_Ocampo.html,2026-04-25T12:30:36+00:00
Midfielder,1981.0,1.76m,6,0,,https://national-football-teams.com/player/9864/Dan_Padernal.html,2026-04-25T12:30:36+00:00
Striker,1978.0,1.75m,6,0,,https://national-football-teams.com/player/9910/Freddy_Gonzalez.html,2026-04-25T12:30:37+00:00
Midfielder,1980.0,,6,0,,https://national-football-teams.com/player/31529/Richard_Canedo.html,2026-04-25T12:30:37+00:00
