position,birth_year,height,peak_tier,peak_matches,best_league_info,player_link,scraped_at_utc
Centre Back,1983.0,1.81m,3,18,"('Cyprus', 'I')",https://national-football-teams.com/player/12448/Djelaluddin_Sharityar.html,2026-04-25T11:51:46+00:00
Attacking Midfielder,1982.0,1.90m,6,255,"('Germany', 'VII')",https://national-football-teams.com/player/12449/Ata_Mohammad_Yamrali.html,2026-04-25T11:51:46+00:00
Right Midfielder,1984.0,,6,0,,https://national-football-teams.com/player/14388/Sayed_Bashir_Azimi.html,2026-04-25T11:51:46+00:00
Striker,1987.0,1.75m,6,0,,https://national-football-teams.com/player/23575/Hashmatullah_Barakzai.html,2026-04-25T11:51:46+00:00
Midfielder,1985.0,1.84m,6,14,"('Usa', None)",https://national-football-teams.com/player/23578/Yousuf_Sameh.html,2026-04-25T11:51:46+00:00
Midfielder,1982.0,1.82m,6,197,"('Germany', 'VI')",https://national-football-teams.com/player/23753/Harez_Arian_Habib.html,2026-04-25T11:51:46+00:00
Defender,1984.0,1.76m,6,122,"('Germany', 'VI')",https://national-football-teams.com/player/23754/Yusuf_Barak.html,2026-04-25T11:51:46+00:00
Right Midfielder,1986.0,1.73m,6,0,,https://national-football-teams.com/player/6464/Aatef_Jenyat.html,2026-04-25T11:51:49+00:00
Centre Back,1985.0,1.85m,6,0,,https://national-football-teams.com/player/12450/Abdelkader_Dakka.html,2026-04-25T11:51:49+00:00
Centre Forward,1984.0,1.79m,4,21,"('Syria', 'I')",https://national-football-teams.com/player/23755/Abdul_Fattah_Al_Agha.html,2026-04-25T11:51:49+00:00
Striker,1979.0,1.75m,5,22,"('Malaysia', 'I')",https://national-football-teams.com/player/4121/Mohd_Nizaruddin_Yusof.html,2026-04-25T11:51:49+00:00
Centre Back,1979.0,1.70m,5,19,"('Malaysia', 'I')",https://national-football-teams.com/player/4129/Kaironnisam_Sahabudin_Hussain.html,2026-04-25T11:51:49+00:00
Midfielder,1979.0,1.65m,5,66,"('Malaysia', 'I')",https://national-football-teams.com/player/13528/Mohd_Hardi_Jaafar.html,2026-04-25T11:51:49+00:00
Midfielder,1985.0,1.74m,5,89,"('Malaysia', 'I')",https://national-football-teams.com/player/13534/Azi_Shahril_Azmi.html,2026-04-25T11:51:49+00:00
Right Midfielder,1987.0,1.67m,5,146,"('Malaysia', 'I')",https://national-football-teams.com/player/21693/Khyril_Muhymeen_Zambri.html,2026-04-25T11:51:49+00:00
Goalkeeper,1986.0,1.88m,5,47,"('Malaysia', 'I')",https://national-football-teams.com/player/23039/Syed_Adney_Syed_Hussein.html,2026-04-25T11:51:49+00:00
Centre Back,1987.0,1.63m,5,105,"('Malaysia', 'I')",https://national-football-teams.com/player/23738/Aidil_Zafuan_Abdul_Radzak.html,2026-04-25T11:51:50+00:00
Centre Forward,1987.0,1.71m,5,76,"('Malaysia', 'I')",https://national-football-teams.com/player/29031/Mohd_Zaquan_Adha_Abdul_Razak.html,2026-04-25T11:51:52+00:00
Left Back,1988.0,1.80m,5,21,"('Malaysia', 'I')",https://national-football-teams.com/player/29034/Asraruddin_Putra_Omar.html,2026-04-25T11:51:52+00:00
Attacking Midfielder,1985.0,1.80m,5,144,"('Malaysia', 'I')",https://national-football-teams.com/player/29035/Mohd_Ashari_Samsudin.html,2026-04-25T11:51:52+00:00
Centre Back,1985.0,1.73m,5,31,"('Malaysia', 'I')",https://national-football-teams.com/player/29036/Sooryapparrad_Subramaniam.html,2026-04-25T11:51:52+00:00
Right Back,1985.0,1.65m,5,44,"('Malaysia', 'I')",https://national-football-teams.com/player/23739/Mohd_Daudsu_Jamaluddin.html,2026-04-25T11:51:52+00:00
Centre Forward,1984.0,1.71m,5,130,"('Malaysia', 'I')",https://national-football-teams.com/player/13531/Mohd_Safee_Sali.html,2026-04-25T11:51:52+00:00
Striker,1979.0,1.77m,5,19,"('Malaysia', 'I')",https://national-football-teams.com/player/4122/Hairuddin_Omar.html,2026-04-25T11:51:53+00:00
Defender,1988.0,,6,0,,https://national-football-teams.com/player/25930/Mohamed_Ibrahim_Jebran.html,2026-04-25T11:51:53+00:00
Right Back,1988.0,1.78m,5,13,"('Afghanistan', 'I')",https://national-football-teams.com/player/42109/Muqadar_Qazizada.html,2026-04-25T11:51:53+00:00
Centre Back,1990.0,1.90m,5,17,"('Afghanistan', 'I')",https://national-football-teams.com/player/25929/Faisal_Sakhizada.html,2026-04-25T11:51:53+00:00
Defender,1985.0,1.76m,6,0,,https://national-football-teams.com/player/4607/Sagar_Thapa.html,2026-04-25T11:51:55+00:00
Goalkeeper,1984.0,1.67m,6,0,,https://national-football-teams.com/player/4614/Ritesh_Thapa.html,2026-04-25T11:51:55+00:00
Defender,1986.0,1.68m,6,0,,https://national-football-teams.com/player/12949/Anjan_Kc.html,2026-04-25T11:51:55+00:00
Midfielder,1985.0,1.63m,6,0,,https://national-football-teams.com/player/12951/Bijay_Gurung.html,2026-04-25T11:51:55+00:00
Striker,1983.0,1.65m,5,26,"('Nepal', 'I')",https://national-football-teams.com/player/23581/Ju_Manu_Rai.html,2026-04-25T11:51:55+00:00
Centre Forward,1988.0,1.70m,5,100,"('Nepal', 'I')",https://national-football-teams.com/player/23582/Anil_Gurung.html,2026-04-25T11:51:55+00:00
Defender,1978.0,,6,0,,https://national-football-teams.com/player/23585/Chun_Bahadur_Thapa.html,2026-04-25T11:51:55+00:00
Left Back,1990.0,1.76m,5,23,"('Nepal', 'I')",https://national-football-teams.com/player/30758/Biraj_Maharjan.html,2026-04-25T11:51:55+00:00
Defender,1989.0,1.70m,6,0,,https://national-football-teams.com/player/30760/Sandeep_Rai.html,2026-04-25T11:51:56+00:00
Midfielder,1988.0,1.65m,6,0,,https://national-football-teams.com/player/39264/Nirajan_Khadka.html,2026-04-25T11:51:56+00:00
Midfielder,1987.0,1.65m,5,11,"('Nepal', 'I')",https://national-football-teams.com/player/39269/Bhola_Nath_Silwal.html,2026-04-25T11:51:57+00:00
Goalkeeper,1986.0,1.72m,6,0,,https://national-football-teams.com/player/12945/Bikash_Malla.html,2026-04-25T11:51:57+00:00
Striker,1985.0,1.70m,6,0,,https://national-football-teams.com/player/23587/Yugal_Kishor_Rai.html,2026-04-25T11:51:57+00:00
Midfielder,1984.0,1.64m,6,0,,https://national-football-teams.com/player/23584/Bishan_Gauchan.html,2026-04-25T11:51:57+00:00
Defender,,,6,0,,https://national-football-teams.com/player/6263/Janaka_Sanjaya_Silva.html,2026-04-25T11:51:57+00:00
Goalkeeper,1977.0,,6,0,,https://national-football-teams.com/player/6268/Sugath_Dammika.html,2026-04-25T11:51:57+00:00
Centre Midfielder,1982.0,,6,0,,https://national-football-teams.com/player/12953/Chathura_Gunaratne.html,2026-04-25T11:51:57+00:00
Defender,1979.0,1.68m,6,0,,https://national-football-teams.com/player/12958/Ramlan_Tuwan_Raheem.html,2026-04-25T11:51:57+00:00
Defender,1984.0,,6,0,,https://national-football-teams.com/player/22837/Well_Don_Dinesh_Ruwanthilaka.html,2026-04-25T11:51:58+00:00
Centre Back,1985.0,1.76m,6,0,,https://national-football-teams.com/player/23720/Thilina_Suranda_Bandara.html,2026-04-25T11:51:58+00:00
Left Midfielder,1985.0,1.71m,6,0,,https://national-football-teams.com/player/608/Mehedi_Hasan_Ujjal.html,2026-04-25T11:51:59+00:00
Centre Back,1976.0,1.72m,6,0,,https://national-football-teams.com/player/611/Rajani_Kanta_Barman.html,2026-04-25T11:51:59+00:00
Right Back,1974.0,1.69m,6,0,,https://national-football-teams.com/player/612/Hassan_Al_Mamun.html,2026-04-25T11:52:00+00:00
Goalkeeper,1980.0,1.85m,6,0,,https://national-football-teams.com/player/616/Aminul_Haque.html,2026-04-25T11:52:00+00:00
Centre Midfielder,1984.0,1.75m,6,0,,https://national-football-teams.com/player/17029/Arman_Aziz.html,2026-04-25T11:52:00+00:00
Left Back,1985.0,1.71m,5,65,"('Bangladesh', 'I')",https://national-football-teams.com/player/23525/Waly_Faisal.html,2026-04-25T11:52:00+00:00
Left Back,1987.0,1.65m,5,38,"('Bangladesh', 'I')",https://national-football-teams.com/player/26062/Arup_Kumar_Baidya.html,2026-04-25T11:52:00+00:00
Left Winger,1987.0,1.63m,6,0,,https://national-football-teams.com/player/31164/Zahid_Parvez_Chowdhury.html,2026-04-25T11:52:00+00:00
Midfielder,1985.0,1.62m,5,11,"('Bangladesh', 'I')",https://national-football-teams.com/player/31260/Anamul_Hoque.html,2026-04-25T11:52:00+00:00
Centre Forward,1987.0,1.68m,5,34,"('Bangladesh', 'I')",https://national-football-teams.com/player/34410/Jahid_Hasan_Ameli.html,2026-04-25T11:52:00+00:00
Defender,1986.0,1.86m,6,0,,https://national-football-teams.com/player/34411/Kazi_Mofazzal_Hossain.html,2026-04-25T11:52:02+00:00
Centre Midfielder,1988.0,1.67m,5,63,"('Bangladesh', 'I')",https://national-football-teams.com/player/31160/Mamunul_Islam.html,2026-04-25T11:52:02+00:00
Centre Midfielder,1982.0,1.80m,5,16,"('Bangladesh', 'I')",https://national-football-teams.com/player/34412/Faisal_Mahmud.html,2026-04-25T11:52:02+00:00
Left Midfielder,1985.0,1.64m,6,0,,https://national-football-teams.com/player/34413/Mohd_Maroof_Ahmed.html,2026-04-25T11:52:02+00:00
Centre Back,1978.0,1.87m,5,215,"('Kazakhstan', 'I')",https://national-football-teams.com/player/3665/Igor_Kudrenko.html,2026-04-25T11:52:03+00:00
Midfielder,1979.0,1.87m,5,151,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/3672/Ruslan_Jamshidov.html,2026-04-25T11:52:03+00:00
Midfielder,1975.0,1.90m,5,233,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/3673/Ruslan_Sydykov.html,2026-04-25T11:52:03+00:00
Left Midfielder,1984.0,1.76m,5,57,"('Kazakhstan', 'I')",https://national-football-teams.com/player/3678/Vadim_Kharchenko.html,2026-04-25T11:52:03+00:00
Centre Back,1980.0,1.85m,5,96,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/3682/Talant_Samsaliev.html,2026-04-25T11:52:03+00:00
Striker,1986.0,1.75m,6,0,,https://national-football-teams.com/player/15727/Cholponbek_Esenkul_Uulu.html,2026-04-25T11:52:03+00:00
Goalkeeper,1988.0,1.85m,5,28,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/15838/Maksim_Agapov.html,2026-04-25T11:52:05+00:00
Midfielder,1982.0,1.70m,5,31,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/15843/Aybek_Bokoyev.html,2026-04-25T11:52:05+00:00
Centre Forward,1987.0,1.83m,5,209,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/23673/Almazbek_Mirzaliev.html,2026-04-25T11:52:05+00:00
Midfielder,1980.0,1.78m,5,99,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/23676/Bakytbek_Mamatov.html,2026-04-25T11:52:05+00:00
Centre Forward,1987.0,1.87m,5,49,"('Kyrgyzstan', 'I')",https://national-football-teams.com/player/15846/Ildar_Amirov.html,2026-04-25T11:52:05+00:00
Centre Forward,1976.0,1.73m,5,161,"('India', 'I')",https://national-football-teams.com/player/3088/Baichung_Bhutia.html,2026-04-25T11:52:05+00:00
Right Back,1983.0,1.75m,5,103,"('India', 'I')",https://national-football-teams.com/player/3099/Irrungbam_Surkumar_Singh.html,2026-04-25T11:52:06+00:00
Centre Back,1979.0,1.71m,5,157,"('India', 'I')",https://national-football-teams.com/player/3102/Deepak_Kumar_Mondal.html,2026-04-25T11:52:06+00:00
Centre Back,1986.0,1.86m,5,80,"('India', 'I')",https://national-football-teams.com/player/9554/Gouramangi_Singh.html,2026-04-25T11:52:06+00:00
Attacking Midfielder,1983.0,1.75m,5,22,"('India', 'I')",https://national-football-teams.com/player/12936/N_P_Pradeep.html,2026-04-25T11:52:06+00:00
Goalkeeper,1986.0,1.86m,5,193,"('India', 'I')",https://national-football-teams.com/player/12942/Subrata_Pal.html,2026-04-25T11:52:08+00:00
Centre Forward,1984.0,1.70m,5,341,"('India', 'I')",https://national-football-teams.com/player/12944/Sunil_Chhetri.html,2026-04-25T11:52:09+00:00
Centre Back,1984.0,1.89m,5,88,"('India', 'I')",https://national-football-teams.com/player/27486/Anwar_Ali.html,2026-04-25T11:52:09+00:00
Midfielder,1983.0,,5,34,"('India', 'I')",https://national-football-teams.com/player/27488/Bungo_Thomchok_Singh.html,2026-04-25T11:52:09+00:00
Attacking Midfielder,1982.0,1.72m,5,106,"('India', 'I')",https://national-football-teams.com/player/12941/Clifford_Miranda_Rayes.html,2026-04-25T11:52:09+00:00
Centre Back,1980.0,1.77m,5,67,"('India', 'I')",https://national-football-teams.com/player/3101/Mahesh_Gawli.html,2026-04-25T11:52:09+00:00
Striker,1988.0,1.73m,6,0,,https://national-football-teams.com/player/23577/Abdul_Saboor_Asir.html,2026-04-25T11:52:09+00:00
Midfielder,1987.0,,6,0,,https://national-football-teams.com/player/74154/Mohammad_Salem_Nahemi.html,2026-04-25T11:52:09+00:00
Goalkeeper,1986.0,1.93m,6,0,,https://national-football-teams.com/player/14384/Emal_Gariwal.html,2026-04-25T11:52:09+00:00
Left Midfielder,1982.0,1.84m,5,349,"('Russia', 'II')",https://national-football-teams.com/player/8144/Wyaceslaw_Krendelew.html,2026-04-25T11:52:09+00:00
Striker,1983.0,1.78m,4,64,"('Uzbekistan', 'I')",https://national-football-teams.com/player/9483/Doewletmyrat_Atayew.html,2026-04-25T11:52:11+00:00
Centre Forward,1982.0,1.85m,4,15,"('Uzbekistan', 'I')",https://national-football-teams.com/player/9486/Maemmedaly_Garadanow.html,2026-04-25T11:52:11+00:00
Defender,1980.0,,6,0,,https://national-football-teams.com/player/23767/Parahat_Annaberdiyew.html,2026-04-25T11:52:11+00:00
Defensive Midfielder,1985.0,,4,26,"('Uzbekistan', 'I')",https://national-football-teams.com/player/25332/Bahtiyar_Hojaahmedow.html,2026-04-25T11:52:11+00:00
Midfielder,1987.0,1.85m,5,11,"('Malaysia', 'I')",https://national-football-teams.com/player/26994/Serdar_Geldiyew.html,2026-04-25T11:52:11+00:00
Defender,1983.0,,4,12,"('Uzbekistan', 'I')",https://national-football-teams.com/player/30973/Aleksey_Proncenko.html,2026-04-25T11:52:11+00:00
Defender,1986.0,,6,0,,https://national-football-teams.com/player/34368/Parahat_Meredow.html,2026-04-25T11:52:11+00:00
Striker,1983.0,1.84m,5,49,"('Kazakhstan', 'I')",https://national-football-teams.com/player/8041/Gahrymanberdi_Conkayew.html,2026-04-25T11:52:11+00:00
Striker,1988.0,,6,0,,https://national-football-teams.com/player/42108/Hamidullah_Rastagar.html,2026-04-25T11:52:11+00:00
Goalkeeper,1976.0,1.82m,4,54,"('Uzbekistan', 'I')",https://national-football-teams.com/player/6549/Alisher_Tuychiev.html,2026-04-25T11:52:12+00:00
Midfielder,1976.0,,6,0,,https://national-football-teams.com/player/6550/Jomikhon_Muhiddinov.html,2026-04-25T11:52:13+00:00
Centre Midfielder,1975.0,,4,12,"('Uzbekistan', 'I')",https://national-football-teams.com/player/6556/Anvar_Norqulov.html,2026-04-25T11:52:13+00:00
Attacking Midfielder,1979.0,1.76m,6,0,,https://national-football-teams.com/player/6557/Yusuf_Rabiev.html,2026-04-25T11:52:13+00:00
Centre Back,1986.0,1.80m,5,27,"('Tajikistan', 'I')",https://national-football-teams.com/player/9789/Dalerjon_Tukhtasunov.html,2026-04-25T11:52:13+00:00
Centre Back,1986.0,1.80m,6,0,,https://national-football-teams.com/player/9791/Naim_Nosirov.html,2026-04-25T11:52:13+00:00
Striker,1990.0,1.76m,6,0,,https://national-football-teams.com/player/23760/Davronjon_Tukhtasunov.html,2026-04-25T11:52:13+00:00
Centre Back,1988.0,1.81m,6,0,,https://national-football-teams.com/player/24099/Sohib_Suvonqulov.html,2026-04-25T11:52:14+00:00
Centre Back,1990.0,1.78m,5,50,"('Tajikistan', 'I')",https://national-football-teams.com/player/24347/Eraj_Rajabov.html,2026-04-25T11:52:14+00:00
Centre Back,1988.0,1.84m,4,64,"('Uzbekistan', 'I')",https://national-football-teams.com/player/27491/Davron_Ergashev.html,2026-04-25T11:52:14+00:00
Left Midfielder,1989.0,1.74m,5,36,"('Tajikistan', 'I')",https://national-football-teams.com/player/27493/Jahongir_Jalilov.html,2026-04-25T11:52:14+00:00
Centre Midfielder,1990.0,1.70m,6,0,,https://national-football-teams.com/player/23761/Samad_Shohzuhurov.html,2026-04-25T11:52:15+00:00
Right Winger,1990.0,1.78m,4,11,"('Uzbekistan', 'I')",https://national-football-teams.com/player/23759/Fathullo_Fathulloev.html,2026-04-25T11:52:16+00:00
Striker,1974.0,1.81m,6,0,,https://national-football-teams.com/player/820/Wangay_Dorji.html,2026-04-25T11:52:16+00:00
Defensive Midfielder,1983.0,1.75m,6,0,,https://national-football-teams.com/player/823/Passang_Tshering.html,2026-04-25T11:52:16+00:00
Goalkeeper,1974.0,1.75m,6,0,,https://national-football-teams.com/player/824/Jigme_Singye.html,2026-04-25T11:52:16+00:00
Centre Back,1985.0,1.68m,6,0,,https://national-football-teams.com/player/9635/Pema_Dorji.html,2026-04-25T11:52:16+00:00
Defender,1985.0,1.63m,6,0,,https://national-football-teams.com/player/30963/Sangay_Khandu.html,2026-04-25T11:52:16+00:00
Right Back,1986.0,1.80m,6,0,,https://national-football-teams.com/player/30965/Chencho_Nio.html,2026-04-25T11:52:16+00:00
Attacking Midfielder,1989.0,1.78m,6,0,,https://national-football-teams.com/player/30966/Yeshey_Dorji.html,2026-04-25T11:52:16+00:00
Centre Back,1990.0,1.73m,6,0,,https://national-football-teams.com/player/30967/Pema_Rinchen.html,2026-04-25T11:52:16+00:00
Midfielder,1986.0,1.63m,6,0,,https://national-football-teams.com/player/67428/Gyeltshen_Gyeltshen.html,2026-04-25T11:52:18+00:00
Centre Midfielder,1971.0,1.78m,6,0,,https://national-football-teams.com/player/622/Arif_Khan_Joy.html,2026-04-25T11:52:18+00:00
Midfielder,1983.0,1.75m,6,0,,https://national-football-teams.com/player/23528/Mohamed_Abul_Hossain.html,2026-04-25T11:52:18+00:00
Centre Back,1987.0,1.76m,5,40,"('Bangladesh', 'I')",https://national-football-teams.com/player/23531/Md_Ariful_Islam.html,2026-04-25T11:52:18+00:00
Centre Forward,1987.0,1.65m,5,12,"('Bangladesh', 'I')",https://national-football-teams.com/player/35027/Abdul_Baten_Komol.html,2026-04-25T11:52:19+00:00
Centre Back,1978.0,1.80m,6,0,,https://national-football-teams.com/player/613/Kazi_Nazrul_Islam.html,2026-04-25T11:52:19+00:00
Right Midfielder,1988.0,1.80m,6,218,"('Germany', 'V')",https://national-football-teams.com/player/30259/Mustafa_Hadid.html,2026-04-25T11:52:19+00:00
Goalkeeper,1981.0,1.76m,6,0,,https://national-football-teams.com/player/14385/Hamidullah_Yousufzai.html,2026-04-25T11:52:19+00:00
Centre Midfielder,1985.0,1.75m,6,99,"('Germany', 'V')",https://national-football-teams.com/player/34955/Saboor_Khalili.html,2026-04-25T11:52:19+00:00
Centre Back,1989.0,1.78m,6,0,,https://national-football-teams.com/player/34956/Zakria_Rezai.html,2026-04-25T11:52:19+00:00
Midfielder,1990.0,1.80m,6,0,,https://national-football-teams.com/player/35030/Zomhan_Habibi.html,2026-04-25T11:52:21+00:00
Midfielder,1985.0,1.65m,6,0,,https://national-football-teams.com/player/12952/Raju_Tamang.html,2026-04-25T11:52:21+00:00
Striker,1988.0,1.69m,5,51,"('Nepal', 'I')",https://national-football-teams.com/player/23588/Santosh_Sahukhala.html,2026-04-25T11:52:21+00:00
Defensive Midfielder,1992.0,1.79m,5,312,"('Indonesia', 'I')",https://national-football-teams.com/player/30761/Rohit_Chand.html,2026-04-25T11:52:21+00:00
Midfielder,1990.0,1.70m,6,0,,https://national-football-teams.com/player/30762/Chetan_Ghimire.html,2026-04-25T11:52:21+00:00
Defender,1991.0,1.70m,6,0,,https://national-football-teams.com/player/35031/Rabin_Shrestha.html,2026-04-25T11:52:21+00:00
Goalkeeper,1988.0,,6,0,,https://national-football-teams.com/player/35032/Rupak_Shrestha.html,2026-04-25T11:52:21+00:00
Centre Midfielder,1987.0,1.70m,5,101,"('Maldives', 'I')",https://national-football-teams.com/player/7310/Akram_Abdul_Ghanee.html,2026-04-25T11:52:22+00:00
Right Winger,1979.0,1.65m,5,86,"('Maldives', 'I')",https://national-football-teams.com/player/8518/Mukhuthar_Naseer.html,2026-04-25T11:52:22+00:00
Left Back,1988.0,1.64m,5,114,"('Maldives', 'I')",https://national-football-teams.com/player/8533/Mohamed_Umair.html,2026-04-25T11:52:22+00:00
Defender,1983.0,,5,120,"('Maldives', 'I')",https://national-football-teams.com/player/12959/Mohamed_Shifan.html,2026-04-25T11:52:24+00:00
Defensive Midfielder,1986.0,1.74m,5,80,"('Maldives', 'I')",https://national-football-teams.com/player/7312/Ashadh_Ali.html,2026-04-25T11:52:24+00:00
Midfielder,1985.0,1.78m,5,103,"('Maldives', 'I')",https://national-football-teams.com/player/12961/Mohamed_Bakaa_Arif.html,2026-04-25T11:52:24+00:00
Right Back,,,6,0,,https://national-football-teams.com/player/34958/Ali_Azara.html,2026-04-25T11:52:24+00:00
